id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
CL00492,Nom_492,Prenom_492,user492@test.com,1982-10-12,f,CASABLANCA,0600000000,2023-05-10,Facebook
CL00493,Nom_493,Prenom_493,user493@test.com,1999-06-17,M,TNG,0600000000,2023-05-10,Facebook
CL00494,Nom_494,Prenom_494,user494@test.com,2050-01-01,f,casa,0600000000,2023-05-10,Facebook
CL00495,Nom_495,Prenom_495,user495@test.com,1985-08-03,Homme,TNG,0600000000,2023-05-10,Facebook
CL00496,Nom_496,Prenom_496,user496@test.com,1989-12-23,m,casa,0600000000,2023-05-10,Facebook
CL00497,Nom_497,Prenom_497,user497@test.com,1996-05-01,F,tanger,0600000000,2023-05-10,Facebook
CL00498,Nom_498,Prenom_498,user498@test.com,1978-07-28,Homme,CASABLANCA,0600000000,2023-05-10,Facebook
CL00499,Nom_499,Prenom_499,user499@test.com,1989-04-10,f,casa,0600000000,2023-05-10,Facebook
CL00500,Nom_500,Prenom_500,user500@test.com,1979-08-21,0,Tnja,0600000000,2023-05-10,Facebook
CL00501,Nom_501,Prenom_501,user501@test.com,1992-07-24,0,Tnja,0600000000,2023-05-10,Facebook
CL00502,Nom_502,Prenom_502,user502@test.com,1987-11-18,1,Tnja,0600000000,2023-05-10,Facebook
CL00503,Nom_503,Prenom_503,user503@test.com,1992-08-19,0,tanger,0600000000,2023-05-10,Facebook
CL00504,Nom_504,Prenom_504,user504@test.com,1984-01-10,F,TNG,0600000000,2023-05-10,Facebook
CL00505,Nom_505,Prenom_505,user505@test.com,1988-09-06,F,casa,0600000000,2023-05-10,Facebook
CL00506,Nom_506,Prenom_506,user506@test.com,1995-04-17,M,TNG,0600000000,2023-05-10,Facebook
CL00507,Nom_507,Prenom_507,user507@test.com,1994-05-29,0,casa,0600000000,2023-05-10,Facebook
CL00508,Nom_508,Prenom_508,user508@test.com,1989-06-22,f,TNG,0600000000,2023-05-10,Facebook
CL00509,Nom_509,Prenom_509,user509@test.com,1979-06-11,F,CASABLANCA,0600000000,2023-05-10,Facebook
CL00510,Nom_510,Prenom_510,user510@test.com,1979-10-29,M,CASABLANCA,0600000000,2023-05-10,Facebook
CL00511,Nom_511,Prenom_511,user511@test.com,1985-05-10,m,rabat,0600000000,2023-05-10,Facebook
CL00512,Nom_512,Prenom_512,user512@test.com,1995-03-13,F,CASABLANCA,0600000000,2023-05-10,Facebook
CL00513,Nom_513,Prenom_513,user513@test.com,1994-01-30,m,CASABLANCA,0600000000,2023-05-10,Facebook
CL00514,Nom_514,Prenom_514,faux_email_sans_arobase_ni_domaine,2000-04-26,1,Tnja,0600000000,2023-05-10,Facebook
CL00515,Nom_515,Prenom_515,user515@test.com,1979-02-07,m,TNG,0600000000,2023-05-10,Facebook
CL00516,Nom_516,Prenom_516,user516@test.com,1978-11-30,f,rabat,0600000000,2023-05-10,Facebook
CL00517,Nom_517,Prenom_517,user517@test.com,1999-11-03,1,TNG,0600000000,2023-05-10,Facebook
CL00518,Nom_518,Prenom_518,user518@test.com,1997-04-25,1,TNG,0600000000,2023-05-10,Facebook
CL00519,Nom_519,Prenom_519,user519@test.com,1986-11-14,f,casa,0600000000,2023-05-10,Facebook
CL00520,Nom_520,Prenom_520,user520@test.com,1997-08-09,Homme,TNG,0600000000,2023-05-10,Facebook
CL00521,Nom_521,Prenom_521,user521@test.com,1986-07-31,m,TNG,0600000000,2023-05-10,Facebook
CL00522,Nom_522,Prenom_522,user522@test.com,2000-06-03,F,Tnja,0600000000,2023-05-10,Facebook
CL00523,Nom_523,Prenom_523,user523@test.com,2002-08-14,0,rabat,0600000000,2023-05-10,Facebook
CL00524,Nom_524,Prenom_524,user524@test.com,1981-11-01,Homme,casa,0600000000,2023-05-10,Facebook
CL00525,Nom_525,Prenom_525,user525@test.com,1985-10-16,M,CASABLANCA,0600000000,2023-05-10,Facebook
CL00526,Nom_526,Prenom_526,user526@test.com,1977-07-28,F,Tnja,0600000000,2023-05-10,Facebook
CL00527,Nom_527,Prenom_527,user527@test.com,1994-03-19,Femme,rabat,0600000000,2023-05-10,Facebook
CL00528,Nom_528,Prenom_528,faux_email_sans_arobase_ni_domaine,1987-03-31,Femme,CASABLANCA,0600000000,2023-05-10,Facebook
CL00529,Nom_529,Prenom_529,user529@test.com,1989-01-20,M,Tnja,0600000000,2023-05-10,Facebook
CL00530,Nom_530,Prenom_530,user530@test.com,1988-01-22,Homme,tanger,0600000000,2023-05-10,Facebook
CL00531,Nom_531,Prenom_531,user531@test.com,1980-02-21,Femme,Tnja,0600000000,2023-05-10,Facebook
CL00532,Nom_532,Prenom_532,user532@test.com,1993-05-05,Homme,tanger,0600000000,2023-05-10,Facebook
CL00533,Nom_533,Prenom_533,user533@test.com,1980-07-03,Homme,TNG,0600000000,2023-05-10,Facebook
CL00534,Nom_534,Prenom_534,user534@test.com,2001-02-02,m,Tnja,0600000000,2023-05-10,Facebook
CL00535,Nom_535,Prenom_535,user535@test.com,1996-07-11,f,Tnja,0600000000,2023-05-10,Facebook
CL00536,Nom_536,Prenom_536,user536@test.com,1986-05-17,f,tanger,0600000000,2023-05-10,Facebook
CL00537,Nom_537,Prenom_537,user537@test.com,1990-01-04,f,casa,0600000000,2023-05-10,Facebook
CL00538,Nom_538,Prenom_538,user538@test.com,1983-04-22,f,tanger,0600000000,2023-05-10,Facebook
CL00539,Nom_539,Prenom_539,user539@test.com,1992-09-27,M,tanger,0600000000,2023-05-10,Facebook
CL00540,Nom_540,Prenom_540,user540@test.com,1979-05-08,Femme,rabat,0600000000,2023-05-10,Facebook
CL00541,Nom_541,Prenom_541,user541@test.com,2003-04-08,1,rabat,0600000000,2023-05-10,Facebook
CL00542,Nom_542,Prenom_542,user542@test.com,1981-08-01,Femme,TNG,0600000000,2023-05-10,Facebook
CL00543,Nom_543,Prenom_543,user543@test.com,1979-03-04,m,TNG,0600000000,2023-05-10,Facebook
CL00544,Nom_544,Prenom_544,user544@test.com,1983-09-30,F,Tnja,0600000000,2023-05-10,Facebook
CL00545,Nom_545,Prenom_545,user545@test.com,1979-09-29,f,rabat,0600000000,2023-05-10,Facebook
CL00546,Nom_546,Prenom_546,user546@test.com,2003-01-13,f,casa,0600000000,2023-05-10,Facebook
CL00547,Nom_547,Prenom_547,user547@test.com,2002-01-31,M,CASABLANCA,0600000000,2023-05-10,Facebook
CL00548,Nom_548,Prenom_548,user548@test.com,1989-07-28,f,CASABLANCA,0600000000,2023-05-10,Facebook
CL00549,Nom_549,Prenom_549,user549@test.com,1980-06-01,1,Tnja,0600000000,2023-05-10,Facebook
CL00550,Nom_550,Prenom_550,user550@test.com,1982-01-11,f,TNG,0600000000,2023-05-10,Facebook
CL00551,Nom_551,Prenom_551,user551@test.com,1997-12-24,F,casa,0600000000,2023-05-10,Facebook
CL00552,Nom_552,Prenom_552,user552@test.com,1996-07-31,0,casa,0600000000,2023-05-10,Facebook
CL00553,Nom_553,Prenom_553,user553@test.com,1984-10-12,1,casa,0600000000,2023-05-10,Facebook
CL00554,Nom_554,Prenom_554,user554@test.com,1979-07-09,1,tanger,0600000000,2023-05-10,Facebook
CL00555,Nom_555,Prenom_555,user555@test.com,1988-09-21,Homme,TNG,0600000000,2023-05-10,Facebook
CL00556,Nom_556,Prenom_556,user556@test.com,1981-03-17,Homme,Tnja,0600000000,2023-05-10,Facebook
CL00557,Nom_557,Prenom_557,user557@test.com,1988-11-20,Femme,casa,0600000000,2023-05-10,Facebook
CL00558,Nom_558,Prenom_558,user558@test.com,1987-01-26,0,TNG,0600000000,2023-05-10,Facebook
CL00559,Nom_559,Prenom_559,user559@test.com,1989-01-16,1,tanger,0600000000,2023-05-10,Facebook
CL00560,Nom_560,Prenom_560,user560@test.com,2001-08-07,F,tanger,0600000000,2023-05-10,Facebook
CL00561,Nom_561,Prenom_561,user561@test.com,1988-11-24,M,rabat,0600000000,2023-05-10,Facebook
CL00562,Nom_562,Prenom_562,user562@test.com,1993-02-13,Homme,Tnja,0600000000,2023-05-10,Facebook
CL00563,Nom_563,Prenom_563,user563@test.com,2050-01-01,f,tanger,0600000000,2023-05-10,Facebook
CL00564,Nom_564,Prenom_564,user564@test.com,1998-01-31,M,tanger,0600000000,2023-05-10,Facebook
CL00565,Nom_565,Prenom_565,user565@test.com,1979-03-29,F,casa,0600000000,2023-05-10,Facebook
CL00566,Nom_566,Prenom_566,user566@test.com,1800-05-05,F,casa,0600000000,2023-05-10,Facebook
CL00567,Nom_567,Prenom_567,user567@test.com,1992-08-06,M,rabat,0600000000,2023-05-10,Facebook
CL00568,Nom_568,Prenom_568,user568@test.com,1995-12-31,m,rabat,0600000000,2023-05-10,Facebook
CL00569,Nom_569,Prenom_569,user569@test.com,1991-01-27,M,Tnja,0600000000,2023-05-10,Facebook
CL00570,Nom_570,Prenom_570,user570@test.com,1992-09-07,1,tanger,0600000000,2023-05-10,Facebook
CL00571,Nom_571,Prenom_571,user571@test.com,1990-01-01,F,casa,0600000000,2023-05-10,Facebook
CL00572,Nom_572,Prenom_572,user572@test.com,1991-11-17,0,rabat,0600000000,2023-05-10,Facebook
CL00573,Nom_573,Prenom_573,user573@test.com,1979-04-06,m,TNG,0600000000,2023-05-10,Facebook
CL00574,Nom_574,Prenom_574,faux_email_sans_arobase_ni_domaine,1996-09-08,Femme,CASABLANCA,0600000000,2023-05-10,Facebook
CL00575,Nom_575,Prenom_575,user575@test.com,1977-02-20,1,rabat,0600000000,2023-05-10,Facebook
CL00576,Nom_576,Prenom_576,user576@test.com,1996-12-21,Homme,casa,0600000000,2023-05-10,Facebook
CL00577,Nom_577,Prenom_577,user577@test.com,1998-11-11,M,CASABLANCA,0600000000,2023-05-10,Facebook
CL00578,Nom_578,Prenom_578,user578@test.com,2001-09-15,f,CASABLANCA,0600000000,2023-05-10,Facebook
CL00579,Nom_579,Prenom_579,faux_email_sans_arobase_ni_domaine,1987-12-10,Femme,rabat,0600000000,2023-05-10,Facebook
CL00580,Nom_580,Prenom_580,user580@test.com,1982-06-25,Femme,casa,0600000000,2023-05-10,Facebook
CL00581,Nom_581,Prenom_581,user581@test.com,1992-08-25,f,tanger,0600000000,2023-05-10,Facebook
CL00582,Nom_582,Prenom_582,user582@test.com,1997-12-26,f,TNG,0600000000,2023-05-10,Facebook
CL00583,Nom_583,Prenom_583,user583@test.com,1800-05-05,m,CASABLANCA,0600000000,2023-05-10,Facebook
CL00584,Nom_584,Prenom_584,user584@test.com,1990-08-14,Homme,tanger,0600000000,2023-05-10,Facebook
CL00585,Nom_585,Prenom_585,user585@test.com,1981-11-19,m,rabat,0600000000,2023-05-10,Facebook
CL00586,Nom_586,Prenom_586,user586@test.com,2000-12-24,f,rabat,0600000000,2023-05-10,Facebook
CL00587,Nom_587,Prenom_587,user587@test.com,2050-01-01,F,CASABLANCA,0600000000,2023-05-10,Facebook
CL00588,Nom_588,Prenom_588,user588@test.com,1979-05-14,Homme,tanger,0600000000,2023-05-10,Facebook
CL00589,Nom_589,Prenom_589,user589@test.com,1979-06-01,F,CASABLANCA,0600000000,2023-05-10,Facebook
CL00590,Nom_590,Prenom_590,user590@test.com,1998-11-04,f,Tnja,0600000000,2023-05-10,Facebook
CL00591,Nom_591,Prenom_591,user591@test.com,2000-04-23,m,rabat,0600000000,2023-05-10,Facebook
CL00592,Nom_592,Prenom_592,user592@test.com,1985-08-11,m,casa,0600000000,2023-05-10,Facebook
CL00593,Nom_593,Prenom_593,user593@test.com,1989-10-19,f,Tnja,0600000000,2023-05-10,Facebook
CL00594,Nom_594,Prenom_594,user594@test.com,1986-02-19,1,casa,0600000000,2023-05-10,Facebook
CL00595,Nom_595,Prenom_595,user595@test.com,1999-03-21,f,casa,0600000000,2023-05-10,Facebook
CL00596,Nom_596,Prenom_596,user596@test.com,1983-06-29,Femme,rabat,0600000000,2023-05-10,Facebook
CL00597,Nom_597,Prenom_597,user597@test.com,2000-12-22,1,Tnja,0600000000,2023-05-10,Facebook
CL00598,Nom_598,Prenom_598,user598@test.com,1977-03-27,f,Tnja,0600000000,2023-05-10,Facebook
CL00599,Nom_599,Prenom_599,user599@test.com,2001-05-10,F,tanger,0600000000,2023-05-10,Facebook
CL00600,Nom_600,Prenom_600,user600@test.com,1979-03-04,1,rabat,0600000000,2023-05-10,Facebook
CL00601,Nom_601,Prenom_601,user601@test.com,1996-03-08,Homme,tanger,0600000000,2023-05-10,Facebook
CL00602,Nom_602,Prenom_602,user602@test.com,1976-11-20,Homme,CASABLANCA,0600000000,2023-05-10,Facebook
CL00603,Nom_603,Prenom_603,user603@test.com,1980-01-20,F,Tnja,0600000000,2023-05-10,Facebook
CL00604,Nom_604,Prenom_604,user604@test.com,1985-07-03,M,rabat,0600000000,2023-05-10,Facebook
CL00605,Nom_605,Prenom_605,user605@test.com,2002-07-25,m,CASABLANCA,0600000000,2023-05-10,Facebook
CL00606,Nom_606,Prenom_606,user606@test.com,1983-01-23,M,TNG,0600000000,2023-05-10,Facebook
CL00607,Nom_607,Prenom_607,user607@test.com,1987-05-16,1,CASABLANCA,0600000000,2023-05-10,Facebook
CL00608,Nom_608,Prenom_608,user608@test.com,1998-07-22,f,TNG,0600000000,2023-05-10,Facebook
CL00609,Nom_609,Prenom_609,user609@test.com,2003-07-31,m,rabat,0600000000,2023-05-10,Facebook
CL00610,Nom_610,Prenom_610,user610@test.com,1981-06-21,m,Tnja,0600000000,2023-05-10,Facebook
CL00611,Nom_611,Prenom_611,user611@test.com,2050-01-01,Femme,Tnja,0600000000,2023-05-10,Facebook
CL00612,Nom_612,Prenom_612,user612@test.com,1989-06-06,m,casa,0600000000,2023-05-10,Facebook
CL00613,Nom_613,Prenom_613,user613@test.com,1994-01-24,F,casa,0600000000,2023-05-10,Facebook
CL00614,Nom_614,Prenom_614,user614@test.com,1984-10-17,m,Tnja,0600000000,2023-05-10,Facebook
CL00615,Nom_615,Prenom_615,user615@test.com,1993-09-30,M,casa,0600000000,2023-05-10,Facebook
CL00616,Nom_616,Prenom_616,user616@test.com,1987-08-31,f,CASABLANCA,0600000000,2023-05-10,Facebook
CL00617,Nom_617,Prenom_617,user617@test.com,1991-07-20,0,Tnja,0600000000,2023-05-10,Facebook
CL00618,Nom_618,Prenom_618,user618@test.com,1984-12-18,f,casa,0600000000,2023-05-10,Facebook
CL00619,Nom_619,Prenom_619,user619@test.com,1994-08-30,Homme,Tnja,0600000000,2023-05-10,Facebook
CL00620,Nom_620,Prenom_620,user620@test.com,1990-03-15,Homme,rabat,0600000000,2023-05-10,Facebook
CL00621,Nom_621,Prenom_621,user621@test.com,2002-09-10,0,tanger,0600000000,2023-05-10,Facebook
CL00622,Nom_622,Prenom_622,user622@test.com,1994-11-10,F,casa,0600000000,2023-05-10,Facebook
CL00623,Nom_623,Prenom_623,user623@test.com,1988-03-12,m,tanger,0600000000,2023-05-10,Facebook
CL00624,Nom_624,Prenom_624,user624@test.com,1999-08-29,F,tanger,0600000000,2023-05-10,Facebook
CL00625,Nom_625,Prenom_625,faux_email_sans_arobase_ni_domaine,2001-04-10,Femme,CASABLANCA,0600000000,2023-05-10,Facebook
CL00626,Nom_626,Prenom_626,user626@test.com,1984-04-25,Homme,tanger,0600000000,2023-05-10,Facebook
CL00627,Nom_627,Prenom_627,user627@test.com,1988-04-10,Homme,tanger,0600000000,2023-05-10,Facebook
CL00628,Nom_628,Prenom_628,user628@test.com,1993-12-12,m,casa,0600000000,2023-05-10,Facebook
CL00629,Nom_629,Prenom_629,user629@test.com,1800-05-05,Femme,tanger,0600000000,2023-05-10,Facebook
CL00630,Nom_630,Prenom_630,user630@test.com,1980-06-13,M,casa,0600000000,2023-05-10,Facebook
CL00631,Nom_631,Prenom_631,user631@test.com,1992-01-19,F,tanger,0600000000,2023-05-10,Facebook
CL00632,Nom_632,Prenom_632,user632@test.com,1984-04-19,Femme,CASABLANCA,0600000000,2023-05-10,Facebook
CL00633,Nom_633,Prenom_633,user633@test.com,1986-02-13,Femme,tanger,0600000000,2023-05-10,Facebook
CL00634,Nom_634,Prenom_634,user634@test.com,1984-06-15,Femme,casa,0600000000,2023-05-10,Facebook
CL00635,Nom_635,Prenom_635,user635@test.com,2001-06-28,F,tanger,0600000000,2023-05-10,Facebook
CL00636,Nom_636,Prenom_636,user636@test.com,1987-05-04,m,rabat,0600000000,2023-05-10,Facebook
CL00637,Nom_637,Prenom_637,user637@test.com,1996-12-03,m,casa,0600000000,2023-05-10,Facebook
CL00638,Nom_638,Prenom_638,user638@test.com,2000-05-29,f,rabat,0600000000,2023-05-10,Facebook
CL00639,Nom_639,Prenom_639,user639@test.com,1986-05-18,0,tanger,0600000000,2023-05-10,Facebook
CL00640,Nom_640,Prenom_640,user640@test.com,2002-11-16,Homme,casa,0600000000,2023-05-10,Facebook
CL00641,Nom_641,Prenom_641,faux_email_sans_arobase_ni_domaine,1993-01-28,M,rabat,0600000000,2023-05-10,Facebook
CL00642,Nom_642,Prenom_642,user642@test.com,2000-04-19,Femme,rabat,0600000000,2023-05-10,Facebook
CL00643,Nom_643,Prenom_643,user643@test.com,2000-06-08,m,tanger,0600000000,2023-05-10,Facebook
CL00644,Nom_644,Prenom_644,user644@test.com,1800-05-05,M,Tnja,0600000000,2023-05-10,Facebook
CL00645,Nom_645,Prenom_645,user645@test.com,1988-09-04,Femme,CASABLANCA,0600000000,2023-05-10,Facebook
CL00646,Nom_646,Prenom_646,user646@test.com,1997-09-12,M,CASABLANCA,0600000000,2023-05-10,Facebook
CL00647,Nom_647,Prenom_647,user647@test.com,1988-08-04,m,rabat,0600000000,2023-05-10,Facebook
CL00648,Nom_648,Prenom_648,user648@test.com,1984-12-21,Femme,Tnja,0600000000,2023-05-10,Facebook
CL00649,Nom_649,Prenom_649,user649@test.com,1985-07-09,M,TNG,0600000000,2023-05-10,Facebook
CL00650,Nom_650,Prenom_650,user650@test.com,1981-10-20,M,Tnja,0600000000,2023-05-10,Facebook
CL00651,Nom_651,Prenom_651,user651@test.com,2002-08-15,Homme,tanger,0600000000,2023-05-10,Facebook
CL00652,Nom_652,Prenom_652,user652@test.com,1984-06-10,f,casa,0600000000,2023-05-10,Facebook
CL00653,Nom_653,Prenom_653,user653@test.com,1985-11-21,F,rabat,0600000000,2023-05-10,Facebook
CL00654,Nom_654,Prenom_654,user654@test.com,2001-04-06,Homme,Tnja,0600000000,2023-05-10,Facebook
CL00655,Nom_655,Prenom_655,user655@test.com,1800-05-05,0,CASABLANCA,0600000000,2023-05-10,Facebook
CL00656,Nom_656,Prenom_656,user656@test.com,1980-02-25,Homme,tanger,0600000000,2023-05-10,Facebook
CL00657,Nom_657,Prenom_657,user657@test.com,1995-12-24,f,tanger,0600000000,2023-05-10,Facebook
CL00658,Nom_658,Prenom_658,user658@test.com,1992-09-08,Femme,TNG,0600000000,2023-05-10,Facebook
CL00659,Nom_659,Prenom_659,user659@test.com,1985-11-02,F,TNG,0600000000,2023-05-10,Facebook
CL00660,Nom_660,Prenom_660,user660@test.com,1998-02-11,0,casa,0600000000,2023-05-10,Facebook
CL00661,Nom_661,Prenom_661,user661@test.com,1994-10-22,Homme,Tnja,0600000000,2023-05-10,Facebook
CL00662,Nom_662,Prenom_662,user662@test.com,1986-02-21,1,TNG,0600000000,2023-05-10,Facebook
CL00663,Nom_663,Prenom_663,user663@test.com,1982-05-30,f,TNG,0600000000,2023-05-10,Facebook
CL00664,Nom_664,Prenom_664,user664@test.com,1988-09-28,Femme,tanger,0600000000,2023-05-10,Facebook
CL00665,Nom_665,Prenom_665,user665@test.com,1993-04-18,m,Tnja,0600000000,2023-05-10,Facebook
CL00666,Nom_666,Prenom_666,user666@test.com,1978-02-28,M,rabat,0600000000,2023-05-10,Facebook
CL00667,Nom_667,Prenom_667,user667@test.com,1987-10-29,0,CASABLANCA,0600000000,2023-05-10,Facebook
CL00668,Nom_668,Prenom_668,user668@test.com,1984-05-25,M,casa,0600000000,2023-05-10,Facebook
CL00669,Nom_669,Prenom_669,user669@test.com,2003-08-10,Homme,rabat,0600000000,2023-05-10,Facebook
CL00670,Nom_670,Prenom_670,user670@test.com,1977-08-11,F,casa,0600000000,2023-05-10,Facebook
CL00671,Nom_671,Prenom_671,user671@test.com,1999-04-29,Femme,CASABLANCA,0600000000,2023-05-10,Facebook
CL00672,Nom_672,Prenom_672,user672@test.com,1985-02-28,M,rabat,0600000000,2023-05-10,Facebook
CL00673,Nom_673,Prenom_673,user673@test.com,2001-02-14,1,tanger,0600000000,2023-05-10,Facebook
CL00674,Nom_674,Prenom_674,user674@test.com,1994-08-16,Femme,casa,0600000000,2023-05-10,Facebook
CL00675,Nom_675,Prenom_675,user675@test.com,1999-01-24,Homme,tanger,0600000000,2023-05-10,Facebook
CL00676,Nom_676,Prenom_676,user676@test.com,2003-02-09,F,casa,0600000000,2023-05-10,Facebook
CL00677,Nom_677,Prenom_677,user677@test.com,1998-07-01,m,TNG,0600000000,2023-05-10,Facebook
CL00678,Nom_678,Prenom_678,user678@test.com,1982-03-04,0,TNG,0600000000,2023-05-10,Facebook
CL00679,Nom_679,Prenom_679,user679@test.com,1986-08-16,Homme,Tnja,0600000000,2023-05-10,Facebook
CL00680,Nom_680,Prenom_680,faux_email_sans_arobase_ni_domaine,1978-08-22,M,casa,0600000000,2023-05-10,Facebook
CL00681,Nom_681,Prenom_681,user681@test.com,1992-07-26,0,Tnja,0600000000,2023-05-10,Facebook
CL00682,Nom_682,Prenom_682,user682@test.com,1983-05-03,F,rabat,0600000000,2023-05-10,Facebook
CL00683,Nom_683,Prenom_683,user683@test.com,1995-01-01,Homme,TNG,0600000000,2023-05-10,Facebook
CL00684,Nom_684,Prenom_684,user684@test.com,1990-02-02,Femme,CASABLANCA,0600000000,2023-05-10,Facebook
CL00685,Nom_685,Prenom_685,user685@test.com,1995-11-02,1,casa,0600000000,2023-05-10,Facebook
CL00686,Nom_686,Prenom_686,user686@test.com,1991-12-11,F,casa,0600000000,2023-05-10,Facebook
CL00687,Nom_687,Prenom_687,user687@test.com,2002-09-07,Homme,tanger,0600000000,2023-05-10,Facebook
CL00688,Nom_688,Prenom_688,user688@test.com,1983-11-06,f,TNG,0600000000,2023-05-10,Facebook
CL00689,Nom_689,Prenom_689,user689@test.com,1800-05-05,F,rabat,0600000000,2023-05-10,Facebook
CL00690,Nom_690,Prenom_690,user690@test.com,1992-11-30,F,tanger,0600000000,2023-05-10,Facebook
CL00691,Nom_691,Prenom_691,user691@test.com,1980-05-15,M,rabat,0600000000,2023-05-10,Facebook
CL00692,Nom_692,Prenom_692,user692@test.com,1985-06-15,m,tanger,0600000000,2023-05-10,Facebook
CL00693,Nom_693,Prenom_693,user693@test.com,1993-02-13,Homme,rabat,0600000000,2023-05-10,Facebook
CL00694,Nom_694,Prenom_694,user694@test.com,1800-05-05,Femme,rabat,0600000000,2023-05-10,Facebook
CL00695,Nom_695,Prenom_695,user695@test.com,1986-09-08,m,tanger,0600000000,2023-05-10,Facebook
CL00696,Nom_696,Prenom_696,user696@test.com,1998-12-28,0,TNG,0600000000,2023-05-10,Facebook
CL00697,Nom_697,Prenom_697,user697@test.com,1981-03-23,F,rabat,0600000000,2023-05-10,Facebook
CL00698,Nom_698,Prenom_698,user698@test.com,1992-11-17,Femme,TNG,0600000000,2023-05-10,Facebook
CL00699,Nom_699,Prenom_699,user699@test.com,1989-12-11,F,casa,0600000000,2023-05-10,Facebook
CL00700,Nom_700,Prenom_700,user700@test.com,1984-04-29,f,rabat,0600000000,2023-05-10,Facebook
CL00701,Nom_701,Prenom_701,user701@test.com,1990-02-05,0,casa,0600000000,2023-05-10,Facebook
CL00702,Nom_702,Prenom_702,user702@test.com,1996-04-18,0,tanger,0600000000,2023-05-10,Facebook
CL00703,Nom_703,Prenom_703,user703@test.com,2000-05-18,M,tanger,0600000000,2023-05-10,Facebook
CL00704,Nom_704,Prenom_704,user704@test.com,2002-12-01,f,tanger,0600000000,2023-05-10,Facebook
CL00705,Nom_705,Prenom_705,user705@test.com,1979-12-12,0,rabat,0600000000,2023-05-10,Facebook
CL00706,Nom_706,Prenom_706,user706@test.com,1976-04-26,m,TNG,0600000000,2023-05-10,Facebook
CL00707,Nom_707,Prenom_707,user707@test.com,1996-06-29,F,Tnja,0600000000,2023-05-10,Facebook
CL00708,Nom_708,Prenom_708,user708@test.com,1994-11-21,0,casa,0600000000,2023-05-10,Facebook
CL00709,Nom_709,Prenom_709,user709@test.com,1982-02-09,Femme,TNG,0600000000,2023-05-10,Facebook
CL00710,Nom_710,Prenom_710,user710@test.com,1978-01-31,Homme,CASABLANCA,0600000000,2023-05-10,Facebook
CL00711,Nom_711,Prenom_711,user711@test.com,1977-04-14,F,TNG,0600000000,2023-05-10,Facebook
CL00712,Nom_712,Prenom_712,user712@test.com,1995-03-16,1,rabat,0600000000,2023-05-10,Facebook
CL00713,Nom_713,Prenom_713,user713@test.com,1979-02-27,f,casa,0600000000,2023-05-10,Facebook
CL00714,Nom_714,Prenom_714,user714@test.com,1991-08-24,Femme,TNG,0600000000,2023-05-10,Facebook
CL00715,Nom_715,Prenom_715,user715@test.com,2003-03-04,F,TNG,0600000000,2023-05-10,Facebook
CL00716,Nom_716,Prenom_716,user716@test.com,1997-02-25,M,rabat,0600000000,2023-05-10,Facebook
CL00717,Nom_717,Prenom_717,faux_email_sans_arobase_ni_domaine,1987-11-19,F,tanger,0600000000,2023-05-10,Facebook
CL00718,Nom_718,Prenom_718,user718@test.com,1997-07-31,1,Tnja,0600000000,2023-05-10,Facebook
CL00719,Nom_719,Prenom_719,user719@test.com,2003-06-21,1,Tnja,0600000000,2023-05-10,Facebook
CL00720,Nom_720,Prenom_720,user720@test.com,1999-04-30,0,Tnja,0600000000,2023-05-10,Facebook
CL00721,Nom_721,Prenom_721,user721@test.com,1999-10-28,m,tanger,0600000000,2023-05-10,Facebook
CL00722,Nom_722,Prenom_722,user722@test.com,1996-03-13,Homme,CASABLANCA,0600000000,2023-05-10,Facebook
CL00723,Nom_723,Prenom_723,user723@test.com,1989-03-03,Femme,casa,0600000000,2023-05-10,Facebook
CL00724,Nom_724,Prenom_724,user724@test.com,1993-02-09,0,Tnja,0600000000,2023-05-10,Facebook
CL00725,Nom_725,Prenom_725,user725@test.com,2000-03-25,m,Tnja,0600000000,2023-05-10,Facebook
CL00726,Nom_726,Prenom_726,user726@test.com,1800-05-05,0,rabat,0600000000,2023-05-10,Facebook
CL00727,Nom_727,Prenom_727,user727@test.com,1985-05-18,M,tanger,0600000000,2023-05-10,Facebook
CL00728,Nom_728,Prenom_728,user728@test.com,1995-07-15,0,Tnja,0600000000,2023-05-10,Facebook
CL00729,Nom_729,Prenom_729,user729@test.com,1977-01-07,Homme,tanger,0600000000,2023-05-10,Facebook
CL00730,Nom_730,Prenom_730,user730@test.com,1982-09-15,1,TNG,0600000000,2023-05-10,Facebook
CL00731,Nom_731,Prenom_731,user731@test.com,1981-06-25,m,rabat,0600000000,2023-05-10,Facebook
CL00732,Nom_732,Prenom_732,user732@test.com,1977-04-20,f,rabat,0600000000,2023-05-10,Facebook
CL00733,Nom_733,Prenom_733,user733@test.com,1998-09-07,M,rabat,0600000000,2023-05-10,Facebook
CL00734,Nom_734,Prenom_734,user734@test.com,2002-05-16,M,rabat,0600000000,2023-05-10,Facebook
CL00735,Nom_735,Prenom_735,user735@test.com,2002-05-30,F,casa,0600000000,2023-05-10,Facebook
CL00736,Nom_736,Prenom_736,user736@test.com,1999-06-24,1,casa,0600000000,2023-05-10,Facebook
CL00737,Nom_737,Prenom_737,user737@test.com,1992-05-20,Femme,TNG,0600000000,2023-05-10,Facebook
CL00738,Nom_738,Prenom_738,user738@test.com,1978-12-29,f,TNG,0600000000,2023-05-10,Facebook
